bank_key,file_name,separator,column_name,dtype,missing_rate,cardinality,has_target,target_has_valid_values
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de15_settlement_date,float64,0.02935,184,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de18_merchant_category_code,int64,0.0,26,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de19_acquirer_country_code,int64,0.0,8,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de22_pos_entry_mode,int64,0.0,7,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de23_card_seq_number,float64,0.02962,4,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de25_pos_condition_code,int64,0.0,4,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de32_acquiring_institution_id,int64,0.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de35_track2_data_masked,object,0.02921,4990,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de37_retrieval_reference_number,object,0.0,100000,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de38_authorization_code,object,0.02947,97054,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de39_response_code,int64,0.0,12,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de41_terminal_id,object,0.02903,994,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de42_card_acceptor_id,object,0.03058,501,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de43_card_acceptor_name_location,object,0.0,1599,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de44_additional_response_data,object,0.97053,11,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de48_additional_data,float64,1.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de49_currency_code_transaction,int64,0.0,6,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de50_currency_code_settlement,int64,0.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de51_currency_code_billing,int64,0.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de52_pin_data_present,object,0.0,2,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de54_additional_amounts,float64,1.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de55_emv_data_present,object,0.0,2,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de56_original_data,float64,1.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de58_authorizing_agent_id,float64,0.02953,2,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de60_pos_terminal_type,object,0.0,4,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de61_pos_extended_data,float64,0.03042,5,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de63_network_specific,object,0.0298,2,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de100_receiving_institution_id,float64,0.02983,2,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de102_account_id_1,object,0.03031,5001,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de103_account_id_2,float64,1.0,1,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,de123_pos_data_code,object,0.0309,9,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,amount_local,float64,0.0,37670,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,amount_tx_currency,float64,0.0,36856,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,currency_tx_alpha,object,0.0,6,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,amount_usd,float64,0.0,11541,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,is_international,bool,0.0,2,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,distance_from_home_km,float64,0.02983,4902,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,hour_local,int64,0.0,24,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,day_of_week,object,0.03015,8,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,approved,bool,0.0,2,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,response_description,object,0.02995,13,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,client_baseline_amount,float64,0.0,4503,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,client_home_city,object,0.0,8,True,False
bank_3,Copia de 03_gt_estatal_seed3_n100000.csv,;,is_fraud,float64,1.0,1,True,False
